ens_gid,feature_is_filtered,feature_name,feature_reference,feature_biotype,mean_expression,mean_log_expression
ENSG00000215915,FALSE,ATAD3C,NCBITaxon:9606,gene,0.039284032417375714,0.028787842400401102
ENSG00000160072,FALSE,ATAD3B,NCBITaxon:9606,gene,0.05137333176430204,0.035719525758076694
ENSG00000197785,FALSE,ATAD3A,NCBITaxon:9606,gene,0.052860850574526747,0.03732727426309003
ENSG00000205090,FALSE,TMEM240,NCBITaxon:9606,gene,0.0035631505181051033,0.002476970413632971
ENSG00000160075,FALSE,SSU72,NCBITaxon:9606,gene,0.5711280709881935,0.37105354760825054
ENSG00000215014,FALSE,RP5-832C2.5,NCBITaxon:9606,gene,0.05881709615469114,0.03970167108427041
ENSG00000228594,FALSE,FNDC10,NCBITaxon:9606,gene,0.019412867704209868,0.014059768035038793
ENSG00000272106,FALSE,RP11-345P4.9,NCBITaxon:9606,gene,0.027203171230487783,0.019572205382843877
ENSG00000197530,FALSE,MIB2,NCBITaxon:9606,gene,0.12926206790975162,0.0867756983513652
ENSG00000189409,FALSE,MMP23B,NCBITaxon:9606,gene,0.04407848152019373,0.027672345100084598
ENSG00000248333,FALSE,CDK11B,NCBITaxon:9606,gene,0.15365037784978922,0.10369502086062478
ENSG00000272004,FALSE,RP11-345P4.10,NCBITaxon:9606,gene,0.0024231528815827938,0.0017492182052109807
ENSG00000189339,FALSE,SLC35E2B,NCBITaxon:9606,gene,0.053479817034211244,0.037192474856009024
ENSG00000008128,FALSE,CDK11A,NCBITaxon:9606,gene,0.12042533759904978,0.08094844204653147
ENSG00000215790,FALSE,SLC35E2A,NCBITaxon:9606,gene,0.04647519704892833,0.032939725831691906
ENSG00000008130,FALSE,NADK,NCBITaxon:9606,gene,0.10971102335079864,0.07661744344252173
ENSG00000078369,FALSE,GNB1,NCBITaxon:9606,gene,0.3863214908566388,0.25521316867635885
ENSG00000231050,FALSE,RP1-140A9.1,NCBITaxon:9606,gene,0.0011448805205851176,8.149396688271957e-4
ENSG00000169885,FALSE,CALML6,NCBITaxon:9606,gene,5.435698337999635e-4,3.841248792679221e-4
ENSG00000178821,FALSE,TMEM52,NCBITaxon:9606,gene,0.010205298141754528,0.007525755369988371
ENSG00000142609,FALSE,CFAP74,NCBITaxon:9606,gene,0.001228909428263857,8.59065194544946e-4
ENSG00000233542,TRUE,RP11-547D24.1,NCBITaxon:9606,gene,0,0
ENSG00000187730,FALSE,GABRD,NCBITaxon:9606,gene,0.003364520039313493,0.0023760933552274908
ENSG00000226969,TRUE,RP11-547D24.3,NCBITaxon:9606,gene,0,0
ENSG00000067606,FALSE,PRKCZ,NCBITaxon:9606,gene,0.04484244618270544,0.031219205481353363
ENSG00000271806,FALSE,RP5-892K4.1,NCBITaxon:9606,gene,0.002183123038971683,0.0015205342498412556
ENSG00000182873,FALSE,PRKCZ-AS1,NCBITaxon:9606,gene,0.0015681245200174256,0.0011221428289875635
ENSG00000162585,FALSE,FAAP20,NCBITaxon:9606,gene,0.40972657431319454,0.2725554980640159
ENSG00000234396,TRUE,RP11-181G12.4,NCBITaxon:9606,gene,0,0
ENSG00000157933,FALSE,SKI,NCBITaxon:9606,gene,0.17599781940595738,0.1180317166925292
ENSG00000116151,FALSE,MORN1,NCBITaxon:9606,gene,0.017071567707333538,0.012204251482600636
ENSG00000157916,FALSE,RER1,NCBITaxon:9606,gene,0.4660715436930065,0.30777100061222357
ENSG00000157911,FALSE,PEX10,NCBITaxon:9606,gene,0.06794777861831579,0.04850911448852112
ENSG00000149527,FALSE,PLCH2,NCBITaxon:9606,gene,0.0167420398077708,0.011063339327438828
ENSG00000224387,TRUE,RP3-395M20.2,NCBITaxon:9606,gene,0,0
ENSG00000229393,TRUE,RP3-395M20.3,NCBITaxon:9606,gene,0,0
ENSG00000157881,FALSE,PANK4,NCBITaxon:9606,gene,0.026193009061830055,0.018208804262207934
ENSG00000197921,FALSE,HES5,NCBITaxon:9606,gene,0.03914409640547432,0.026265616152257573
ENSG00000272449,FALSE,RP3-395M20.12,NCBITaxon:9606,gene,0.07976486236924199,0.05318196694763431
ENSG00000238164,FALSE,TNFRSF14-AS1,NCBITaxon:9606,gene,0.032516549230195445,0.022190518685730666
ENSG00000157873,FALSE,TNFRSF14,NCBITaxon:9606,gene,0.2783185330025404,0.18516126781017217
ENSG00000228037,FALSE,RP3-395M20.9,NCBITaxon:9606,gene,0.006885350609206675,0.00472951941850649
ENSG00000157870,FALSE,PRXL2B,NCBITaxon:9606,gene,0.053644896384774286,0.03771743394651903
ENSG00000142606,FALSE,MMEL1,NCBITaxon:9606,gene,0.027754448172069828,0.02019576999296451
ENSG00000237058,TRUE,MMEL1-AS1,NCBITaxon:9606,gene,0,0
ENSG00000215912,FALSE,TTC34,NCBITaxon:9606,gene,0.0023569705534551492,0.0016720227758080346
ENSG00000283259,TRUE,ABC14-1188822O7.1,NCBITaxon:9606,gene,0,0
ENSG00000233234,TRUE,RP11-740P5.2,NCBITaxon:9606,gene,0,0
ENSG00000231630,TRUE,RP11-740P5.3,NCBITaxon:9606,gene,0,0
ENSG00000284745,TRUE,RP5-907A6.1,NCBITaxon:9606,gene,0,0
ENSG00000169717,TRUE,ACTRT2,NCBITaxon:9606,gene,0,0
ENSG00000177133,FALSE,PRDM16-DT,NCBITaxon:9606,gene,0.00996591836300569,0.0064137497330481194
ENSG00000142611,FALSE,PRDM16,NCBITaxon:9606,gene,0.007014733347581048,0.004783661842034523
ENSG00000226286,TRUE,RP1-163G9.2,NCBITaxon:9606,gene,0,0
ENSG00000272235,FALSE,RP11-22L13.1,NCBITaxon:9606,gene,2.767895581083187e-4,1.99961408601739e-4
ENSG00000130762,FALSE,ARHGEF16,NCBITaxon:9606,gene,0.017291811839026266,0.012688333043490629
ENSG00000272088,FALSE,RP11-168F9.2,NCBITaxon:9606,gene,4.086828264532397e-5,3.2988596450261505e-5
ENSG00000162591,FALSE,MEGF6,NCBITaxon:9606,gene,0.024262333884910465,0.016476043920872
ENSG00000238260,FALSE,RP11-46F15.2,NCBITaxon:9606,gene,0.0012074450293254033,7.690110195007379e-4
ENSG00000158109,FALSE,TPRG1L,NCBITaxon:9606,gene,0.09843655661780881,0.06783329055579258
ENSG00000116213,FALSE,WRAP73,NCBITaxon:9606,gene,0.0764452665040513,0.05266792733506008
ENSG00000078900,FALSE,TP73,NCBITaxon:9606,gene,0.001134364460705432,8.035479838596931e-4
ENSG00000227589,TRUE,TP73-AS3,NCBITaxon:9606,gene,0,0
ENSG00000235131,TRUE,TP73-AS2,NCBITaxon:9606,gene,0,0
ENSG00000162592,FALSE,CCDC27,NCBITaxon:9606,gene,3.605436812004978e-4,2.538672867225523e-4
ENSG00000235169,FALSE,SMIM1,NCBITaxon:9606,gene,0.06249276024949018,0.04558845177972091
ENSG00000130764,FALSE,LRRC47,NCBITaxon:9606,gene,0.09856668979673261,0.06856651251745578
ENSG00000272153,FALSE,RP1-286D6.5,NCBITaxon:9606,gene,1.626247930322134e-4,1.201928172966437e-4
ENSG00000116198,FALSE,CEP104,NCBITaxon:9606,gene,0.06969560942307476,0.048532327193639396
ENSG00000169598,FALSE,DFFB,NCBITaxon:9606,gene,0.018975626486167876,0.012982063733226865
ENSG00000198912,FALSE,C1orf174,NCBITaxon:9606,gene,0.10853694923690312,0.07451247303919808
ENSG00000236423,FALSE,LINC01134,NCBITaxon:9606,gene,0.0015682356043284827,0.0011371232571970235
ENSG00000233304,TRUE,LINC01346,NCBITaxon:9606,gene,0,0
ENSG00000226374,TRUE,LINC01345,NCBITaxon:9606,gene,0,0
ENSG00000284668,TRUE,LINC02780,NCBITaxon:9606,gene,0,0
ENSG00000284703,FALSE,RP11-718D19.2,NCBITaxon:9606,gene,2.9337074248433296e-4,1.9872177198197337e-4
ENSG00000235054,TRUE,LINC01777,NCBITaxon:9606,gene,0,0
ENSG00000284694,TRUE,RP5-1166F10.2,NCBITaxon:9606,gene,0,0
ENSG00000227169,TRUE,RP1-37J18.1,NCBITaxon:9606,gene,0,0
ENSG00000232596,TRUE,LINC01646,NCBITaxon:9606,gene,0,0
ENSG00000196581,FALSE,AJAP1,NCBITaxon:9606,gene,0.0013404733415341389,9.522041565834922e-4
ENSG00000284739,TRUE,RP4-603B14.2,NCBITaxon:9606,gene,0,0
ENSG00000284674,TRUE,LINC02781,NCBITaxon:9606,gene,0,0
ENSG00000231510,TRUE,LINC02782,NCBITaxon:9606,gene,0,0
ENSG00000284616,TRUE,RP4-703E10.1,NCBITaxon:9606,gene,0,0
ENSG00000284692,TRUE,RP1-58B11.2,NCBITaxon:9606,gene,0,0
ENSG00000284666,TRUE,RP1-58B11.3,NCBITaxon:9606,gene,0,0
ENSG00000260972,TRUE,RP1-58B11.1,NCBITaxon:9606,gene,0,0
ENSG00000236948,TRUE,RP11-154H17.1,NCBITaxon:9606,gene,0,0
ENSG00000131697,FALSE,NPHP4,NCBITaxon:9606,gene,0.013509186556875887,0.009518943916013866
ENSG00000069424,FALSE,KCNAB2,NCBITaxon:9606,gene,0.06088053590769925,0.03936430242083801
ENSG00000116254,FALSE,CHD5,NCBITaxon:9606,gene,2.030245104126711e-4,1.3884229436211714e-4
ENSG00000116251,FALSE,RPL22,NCBITaxon:9606,gene,2.3481937282488827,1.1668345652161758
ENSG00000226944,FALSE,RNF207-AS1,NCBITaxon:9606,gene,0.0034181201757166437,0.0025701468720186155
ENSG00000158286,FALSE,RNF207,NCBITaxon:9606,gene,0.01809253943106183,0.012874408382941245
ENSG00000116237,FALSE,ICMT,NCBITaxon:9606,gene,0.07663691234067346,0.05404209593629745
ENSG00000225077,FALSE,LINC00337,NCBITaxon:9606,gene,0.0019720987939115487,0.001338667206540989
ENSG00000173673,TRUE,HES3,NCBITaxon:9606,gene,0,0
ENSG00000158292,FALSE,GPR153,NCBITaxon:9606,gene,0.013323983913057159,0.008872921162628935
ENSG00000097021,FALSE,ACOT7,NCBITaxon:9606,gene,0.02294286809356743,0.015999225719887017
ENSG00000271746,FALSE,RP1-202O8.3,NCBITaxon:9606,gene,0.005618571792482382,0.0039450837388205
ENSG00000069812,FALSE,HES2,NCBITaxon:9606,gene,0.004340666192520272,0.003202204327723846
ENSG00000187017,FALSE,ESPN,NCBITaxon:9606,gene,0.021283269004688486,0.015519159832648557
ENSG00000231868,TRUE,RP1-202O8.2,NCBITaxon:9606,gene,0,0
ENSG00000215788,FALSE,TNFRSF25,NCBITaxon:9606,gene,0.10100322415331046,0.06475444636882509
ENSG00000171680,FALSE,PLEKHG5,NCBITaxon:9606,gene,0.015251384810147293,0.010309952534681246
ENSG00000162408,FALSE,NOL9,NCBITaxon:9606,gene,0.06234593305535566,0.04304568564845323
ENSG00000173662,FALSE,TAS1R1,NCBITaxon:9606,gene,3.20856239889259e-4,2.527850141859543e-4
ENSG00000204859,FALSE,ZBTB48,NCBITaxon:9606,gene,0.05939424476374255,0.04078139840088609
ENSG00000162413,FALSE,KLHL21,NCBITaxon:9606,gene,0.1194921382813367,0.0830277712703671
ENSG00000116273,FALSE,PHF13,NCBITaxon:9606,gene,0.06588158757787373,0.04694374860437537
ENSG00000041988,FALSE,THAP3,NCBITaxon:9606,gene,0.06581317516681275,0.04612383232578801
ENSG00000007923,FALSE,DNAJC11,NCBITaxon:9606,gene,0.04879680520500884,0.03397351285119299
ENSG00000228750,TRUE,LINC01672,NCBITaxon:9606,gene,0,0
ENSG00000284744,FALSE,RP11-242F24.2,NCBITaxon:9606,gene,5.546423321207143e-4,3.941271663008637e-4
ENSG00000237436,FALSE,CAMTA1-DT,NCBITaxon:9606,gene,0.005160328171910329,0.0037449061817528668
ENSG00000171735,FALSE,CAMTA1,NCBITaxon:9606,gene,0.600687891524144,0.38426531644821066
ENSG00000237365,TRUE,RP11-334N17.1,NCBITaxon:9606,gene,0,0
ENSG00000237728,TRUE,CAMTA1-AS2,NCBITaxon:9606,gene,0,0
ENSG00000225126,TRUE,CAMTA1-AS1,NCBITaxon:9606,gene,0,0
ENSG00000270171,FALSE,RP11-338N10.1,NCBITaxon:9606,gene,2.00481152144091e-4,1.648748320767946e-4
ENSG00000270035,FALSE,RP11-338N10.2,NCBITaxon:9606,gene,2.791414560128618e-4,2.1790091073848626e-4
ENSG00000269978,FALSE,RP11-338N10.3,NCBITaxon:9606,gene,9.729913315993857e-4,7.438255568177177e-4
ENSG00000049245,FALSE,VAMP3,NCBITaxon:9606,gene,0.21076828095843805,0.1431592218016392
ENSG00000049246,FALSE,PER3,NCBITaxon:9606,gene,0.1251878042520597,0.0845670276658067
ENSG00000236266,FALSE,RP3-467L1.4,NCBITaxon:9606,gene,5.6998679157701905e-5,4.0157742092523596e-5
ENSG00000049247,FALSE,UTS2,NCBITaxon:9606,gene,0.004495757612212176,0.0027250114634742193
ENSG00000049249,FALSE,TNFRSF9,NCBITaxon:9606,gene,0.024222434096645748,0.014916670623320218
ENSG00000116288,FALSE,PARK7,NCBITaxon:9606,gene,1.0594283187872853,0.637861549278481
ENSG00000284747,FALSE,CTA-215D11.6,NCBITaxon:9606,gene,0.008831915667055833,0.005963900008596997
ENSG00000284716,FALSE,CTA-215D11.5,NCBITaxon:9606,gene,0.024718281091085096,0.017617296845751407
ENSG00000116285,FALSE,ERRFI1,NCBITaxon:9606,gene,0.35675285036540705,0.22978101913548912
ENSG00000238290,FALSE,RP11-431K24.1,NCBITaxon:9606,gene,0.01198435373226315,0.008901207911782553
ENSG00000227634,TRUE,LINC01714,NCBITaxon:9606,gene,0,0
ENSG00000233645,FALSE,RP11-431K24.4,NCBITaxon:9606,gene,1.674984966802934e-4,1.0890491163641498e-4
ENSG00000162426,FALSE,SLC45A1,NCBITaxon:9606,gene,0.012629804789553622,0.008829803247651369
ENSG00000142599,FALSE,RERE,NCBITaxon:9606,gene,0.28318971039041885,0.19086493393162554
ENSG00000232912,FALSE,RERE-AS1,NCBITaxon:9606,gene,0.0014860901294265776,0.0010180282812746594
ENSG00000228423,TRUE,RP4-633I8.4,NCBITaxon:9606,gene,0,0
ENSG00000074800,FALSE,ENO1,NCBITaxon:9606,gene,0.7465396018516403,0.4648517166519686
ENSG00000230679,FALSE,ENO1-AS1,NCBITaxon:9606,gene,0.012457095142519727,0.009058532647002708
ENSG00000131686,FALSE,CA6,NCBITaxon:9606,gene,0.05553860295938158,0.034391690215947276
ENSG00000197241,TRUE,SLC2A7,NCBITaxon:9606,gene,0,0
ENSG00000142583,FALSE,SLC2A5,NCBITaxon:9606,gene,0.0033196741830254822,0.0023608467821725912
ENSG00000180758,FALSE,GPR157,NCBITaxon:9606,gene,0.050844576002222266,0.035996012587625525
ENSG00000228526,FALSE,MIR34AHG,NCBITaxon:9606,gene,0.0038917752155344905,0.0027760102945937593
ENSG00000234546,FALSE,LNCTAM34A,NCBITaxon:9606,gene,0.006036019666145797,0.00458711312406021
ENSG00000049239,FALSE,H6PD,NCBITaxon:9606,gene,0.07272421687762434,0.04944744119627463
ENSG00000171621,FALSE,SPSB1,NCBITaxon:9606,gene,0.0838264687086001,0.05859583215269537
ENSG00000284652,FALSE,CTD-2510L9.2,NCBITaxon:9606,gene,0.00013163371236335744,9.870305845034796e-5
ENSG00000284693,FALSE,LINC02606,NCBITaxon:9606,gene,0.003104699672148542,0.0021342226151847585
ENSG00000235263,TRUE,RP13-392I16.1,NCBITaxon:9606,gene,0,0
ENSG00000171612,FALSE,SLC25A33,NCBITaxon:9606,gene,0.18928334485069068,0.13117432841520585
ENSG00000188807,FALSE,TMEM201,NCBITaxon:9606,gene,0.02242411879643023,0.01621748461040099
ENSG00000171608,FALSE,PIK3CD,NCBITaxon:9606,gene,0.0625163852093776,0.04045085114850238
ENSG00000179840,FALSE,PIK3CD-AS1,NCBITaxon:9606,gene,5.024937327042907e-4,3.4961851727572193e-4
ENSG00000231789,FALSE,PIK3CD-AS2,NCBITaxon:9606,gene,0.03150992572085686,0.022979249678589417
ENSG00000171603,FALSE,CLSTN1,NCBITaxon:9606,gene,0.20858963897356791,0.14263816713365973
ENSG00000178585,FALSE,CTNNBIP1,NCBITaxon:9606,gene,0.22601688483561652,0.15004825624615273
ENSG00000223989,FALSE,RP11-84A14.5,NCBITaxon:9606,gene,3.3231362947749404e-4,2.6356380411605453e-4
ENSG00000162441,FALSE,LZIC,NCBITaxon:9606,gene,0.1505046104563326,0.10304156058436133
ENSG00000173614,FALSE,NMNAT1,NCBITaxon:9606,gene,0.028285748361488113,0.020245469887754167
ENSG00000162444,FALSE,RBP7,NCBITaxon:9606,gene,0.7061292953654777,0.3297537385931066
ENSG00000130939,FALSE,UBE4B,NCBITaxon:9606,gene,0.07376049547975695,0.051835732669610446
ENSG00000054523,FALSE,KIF1B,NCBITaxon:9606,gene,0.1470539462397694,0.10221759350710423
ENSG00000284735,FALSE,RP4-736L20.4,NCBITaxon:9606,gene,0.0012315555876670973,8.956197554388054e-4
ENSG00000284642,FALSE,RP4-736L20.5,NCBITaxon:9606,gene,0.0012299935909336952,8.632499012832509e-4
ENSG00000142657,FALSE,PGD,NCBITaxon:9606,gene,0.10468540197672724,0.07374272068956658
ENSG00000271989,FALSE,RP4-736L20.3,NCBITaxon:9606,gene,1.5452391891573368e-4,1.0245982519550862e-4
ENSG00000251503,FALSE,CENPS-CORT,NCBITaxon:9606,gene,0.0027022102733924498,0.0019041754356516787
ENSG00000175279,FALSE,CENPS,NCBITaxon:9606,gene,0.026125706262850795,0.018968876716106423
ENSG00000241563,FALSE,CORT,NCBITaxon:9606,gene,0.0018319195225281976,0.001296143336227143
ENSG00000160049,FALSE,DFFA,NCBITaxon:9606,gene,0.10054017277998621,0.07060609431197241
ENSG00000203469,TRUE,RP5-1113E3.3,NCBITaxon:9606,gene,0,0
ENSG00000142655,FALSE,PEX14,NCBITaxon:9606,gene,0.04282824791533471,0.029889859291767126
ENSG00000130940,FALSE,CASZ1,NCBITaxon:9606,gene,0.10890413382608238,0.07712309283763522
ENSG00000272078,FALSE,RP4-734G22.3,NCBITaxon:9606,gene,3.3338550160413795e-4,2.50702860853728e-4
ENSG00000175262,FALSE,C1orf127,NCBITaxon:9606,gene,5.265901063590986e-4,3.756844127806066e-4
ENSG00000120948,FALSE,TARDBP,NCBITaxon:9606,gene,0.16703243381289717,0.11625090748453551
ENSG00000009724,FALSE,MASP2,NCBITaxon:9606,gene,5.853239038807764e-4,4.001171497036283e-4
ENSG00000116649,FALSE,SRM,NCBITaxon:9606,gene,0.345444118334916,0.23050675724373898
ENSG00000171824,FALSE,EXOSC10,NCBITaxon:9606,gene,0.08005809720679892,0.0550734539815181
ENSG00000226849,FALSE,RP4-635E18.7,NCBITaxon:9606,gene,5.264804451239795e-4,3.7688191464058595e-4
ENSG00000230337,FALSE,EXOSC10-AS1,NCBITaxon:9606,gene,0.006574639616132625,0.004911249621190987
ENSG00000198793,FALSE,MTOR,NCBITaxon:9606,gene,0.042038643610668884,0.029543594723376358
ENSG00000225602,FALSE,MTOR-AS1,NCBITaxon:9606,gene,1.039150359503011e-4,7.500085512022706e-5
ENSG00000171819,FALSE,ANGPTL7,NCBITaxon:9606,gene,9.038660286021677e-4,4.959020838332346e-4
ENSG00000120942,FALSE,UBIAD1,NCBITaxon:9606,gene,0.050583928632129176,0.03587394438388975
ENSG00000284646,TRUE,RP4-796F18.3,NCBITaxon:9606,gene,0,0
ENSG00000204624,FALSE,DISP3,NCBITaxon:9606,gene,7.335415280648309e-4,5.032321266963305e-4
ENSG00000235643,TRUE,LINC01647,NCBITaxon:9606,gene,0,0
ENSG00000284708,FALSE,RP3-330O12.5,NCBITaxon:9606,gene,0.0014096310842690114,0.0010039029029303397
ENSG00000116661,FALSE,FBXO2,NCBITaxon:9606,gene,0.05964100756200575,0.040191383538809786
ENSG00000132879,FALSE,FBXO44,NCBITaxon:9606,gene,0.0840570846102861,0.057210909424343426
ENSG00000116663,FALSE,FBXO6,NCBITaxon:9606,gene,0.0484194994388371,0.03367353164142683
ENSG00000116670,FALSE,MAD2L2,NCBITaxon:9606,gene,0.13911839202493015,0.09627961730826894
ENSG00000162490,FALSE,DRAXIN,NCBITaxon:9606,gene,0.0039372158519818375,0.002549573092965538
ENSG00000177674,FALSE,AGTRAP,NCBITaxon:9606,gene,0.25374176095562795,0.1702488431417037
ENSG00000215910,FALSE,C1orf167,NCBITaxon:9606,gene,0.01669503663793951,0.011806709097667544
ENSG00000177553,TRUE,C1orf167-AS1,NCBITaxon:9606,gene,0,0
ENSG00000177000,FALSE,MTHFR,NCBITaxon:9606,gene,0.08112934720620198,0.05659724242833147
ENSG00000011021,FALSE,CLCN6,NCBITaxon:9606,gene,0.030312126531072455,0.021494570634810767
ENSG00000175206,FALSE,NPPA,NCBITaxon:9606,gene,7.979922816495833e-5,6.361147676826458e-5
ENSG00000120937,TRUE,NPPB,NCBITaxon:9606,gene,0,0
ENSG00000116685,FALSE,KIAA2013,NCBITaxon:9606,gene,0.1329896024593793,0.09269958436910102
ENSG00000083444,FALSE,PLOD1,NCBITaxon:9606,gene,0.06963218800212995,0.04953900290554925
ENSG00000116688,FALSE,MFN2,NCBITaxon:9606,gene,0.06942318092913173,0.04928296910685216
ENSG00000116691,FALSE,MIIP,NCBITaxon:9606,gene,0.1360928012191655,0.09320238430530305
ENSG00000120949,FALSE,TNFRSF8,NCBITaxon:9606,gene,0.011943796735608565,0.00828737675006911
ENSG00000028137,FALSE,TNFRSF1B,NCBITaxon:9606,gene,0.2348416672635434,0.14856899540557558
